timestamp,power,heat
1599480000,232,0
1599480900,247,1200
1599481800,264,0
1599482700,192,0
1599483600,230,0
1599484500,167,0
1599485400,124,0
1599486300,140,0
1599487200,128,0
1599488100,129,0
1599489000,145,0
1599489900,135,0
1599490800,155,0
1599491700,147,0
1599492600,142,0
1599493500,144,0
1599494400,168,0
1599495300,171,0
1599496200,301,0
1599497100,432,0
1599498000,329,0
1599498900,374,0
1599499800,309,0
1599500700,360,0
1599501600,336,0
1599502500,353,0
1599503400,358,0
1599504300,359,0
1599505200,401,0
1599506100,345,0
1599507000,332,0
1599507900,362,0
1599508800,359,0
1599509700,336,0
1599510600,312,0
1599511500,211,0
1599512400,141,0
1599513300,178,0
1599514200,111,0
1599515100,111,0
1599516000,108,0
1599516900,120,0
1599517800,126,0
1599518700,125,0
1599519600,144,0
1599520500,101,0
1599521400,105,0
1599522300,120,0
1599523200,89,0
1599524100,125,0
1599525000,98,0
1599525900,115,0
1599526800,148,0
1599527700,97,0
1599528600,116,0
1599529500,113,0
1599530400,102,0
1599531300,109,0
1599532200,110,0
1599533100,109,0
1599534000,144,0
1599534900,150,0
1599535800,106,0
1599536700,103,0
1599537600,102,0
1599538500,102,0
1599539400,137,0
1599540300,324,0
1599541200,270,0
1599542100,322,0
1599543000,524,0
1599543900,303,0
1599544800,238,0
1599545700,212,0
1599546600,275,0
1599547500,232,0
1599548400,281,0
1599549300,225,0
1599550200,234,0
1599551100,216,0
1599552000,197,0
1599552900,233,0
1599553800,277,0
1599554700,356,0
1599555600,308,688
1599556500,326,6320
1599557400,292,6320
1599558300,300,6320
1599559200,282,5136
1599560100,274,4368
1599561000,257,4256
1599561900,214,128
1599562800,240,0
1599563700,429,160
1599564600,241,192
1599565500,635,144
1599566400,250,176
1599567300,342,128
1599568200,278,6320
1599569100,653,4240
1599570000,454,0
1599570900,206,0
1599571800,168,0
1599572700,223,0
1599573600,145,0
1599574500,311,0
1599575400,155,0
1599576300,183,0
1599577200,162,0
1599578100,158,0
1599579000,171,0
1599579900,199,0
1599580800,199,0
1599581700,223,0
1599582600,209,0
1599583500,196,0
1599584400,250,0
1599585300,327,0
1599586200,682,0
1599587100,449,0
1599588000,365,0
1599588900,372,0
1599589800,344,0
1599590700,250,0
1599591600,252,0
1599592500,248,0
1599593400,281,0
1599594300,247,0
